,TPR,FPR,TPR_clear,FPR_clear
104,0.90638226,0.13356754,0.8664324,0.09361772
105,0.9056618,0.13239649,0.8676035,0.09433821
106,0.90489626,0.13129273,0.86870724,0.09510372
107,0.9041608,0.13035052,0.86964947,0.09583921
108,0.9032302,0.12939481,0.8706052,0.09676983
109,0.90270483,0.12822376,0.8717762,0.09729519
110,0.90183425,0.12741615,0.87258387,0.09816577
111,0.9013689,0.12650083,0.87349916,0.098631084
112,0.9007385,0.12578744,0.87421256,0.09926151
113,0.90001804,0.12510096,0.874899,0.099981986
114,0.8995677,0.12426641,0.8757336,0.10043229
115,0.8988923,0.12363377,0.87636626,0.10110774
116,0.89826185,0.123095356,0.87690467,0.10173816
117,0.89754134,0.122570395,0.8774296,0.10245865
118,0.8969109,0.12184354,0.8781565,0.10308907
119,0.8962505,0.121116675,0.8788833,0.10374951
120,0.8956501,0.12044366,0.87955636,0.10434991
121,0.8950347,0.11993216,0.8800678,0.10496533
122,0.8943892,0.11917838,0.88082165,0.10561076
123,0.8939089,0.11866688,0.8813331,0.10609108
124,0.89348865,0.118101545,0.88189846,0.10651136
125,0.89303833,0.11764389,0.8823561,0.10696167
126,0.89249796,0.11725354,0.88274646,0.10750203
127,0.89212275,0.11672858,0.8832714,0.10787728
128,0.8915974,0.11620363,0.8837964,0.10840263
129,0.891057,0.11569213,0.88430786,0.10894299
130,0.8904866,0.115153715,0.88484627,0.10951337
131,0.8899913,0.11472298,0.88527703,0.11000871
132,0.889526,0.114346094,0.8856539,0.11047402
133,0.8889706,0.11398266,0.8860173,0.11102939
134,0.8884603,0.11359231,0.8864077,0.11153973
135,0.8879349,0.11313466,0.8868653,0.112065084
136,0.8874396,0.11269046,0.88730955,0.112560414
137,0.8868692,0.112313576,0.88768643,0.1131308
138,0.88629884,0.11200398,0.887996,0.11370118
139,0.8858335,0.11161363,0.88838637,0.11416649
140,0.88547325,0.11120982,0.8887902,0.114526734
141,0.8849479,0.11090023,0.8890998,0.11505208
142,0.88458765,0.1105368,0.8894632,0.115412325
143,0.88410735,0.110240676,0.8897593,0.11589265
144,0.88365704,0.10983686,0.8901631,0.11634295
145,0.8832968,0.10940613,0.8905939,0.11670319
146,0.8828165,0.10913692,0.89086306,0.117183514
147,0.8823812,0.10886771,0.8911323,0.11761881
148,0.88185585,0.108679265,0.8913207,0.118144155
149,0.8815106,0.10824853,0.89175147,0.118489385
150,0.8810153,0.10785818,0.8921418,0.11898472
151,0.88054997,0.10750821,0.8924918,0.11945003
152,0.88005465,0.107225545,0.89277446,0.11994536
153,0.87943923,0.10688903,0.893111,0.12056077
154,0.8790339,0.1065256,0.8934744,0.12096605
155,0.8786437,0.106256396,0.89374363,0.12135631
156,0.8781634,0.10600065,0.89399934,0.12183663
157,0.87784815,0.105704516,0.89429545,0.122151844
158,0.8773378,0.10555645,0.8944436,0.12266219
159,0.87708265,0.10527378,0.8947262,0.122917354
160,0.8765723,0.105018035,0.894982,0.1234277
161,0.87615204,0.10456038,0.8954396,0.12384798
162,0.87571675,0.104250796,0.8957492,0.12428327
163,0.8752965,0.10392775,0.89607227,0.12470355
164,0.8749662,0.10357778,0.8964222,0.12503377
165,0.874651,0.10328165,0.8967184,0.12534899
166,0.8742157,0.102985516,0.8970145,0.12578428
167,0.8737504,0.10254132,0.8974587,0.12624958
168,0.8732851,0.10211059,0.89788944,0.1267149
169,0.8729399,0.10184138,0.8981586,0.12706013
170,0.8724145,0.10150487,0.89849514,0.12758549
171,0.87202424,0.10103376,0.89896625,0.12797575
172,0.871664,0.100589566,0.8994104,0.12833598
173,0.87115365,0.1002396,0.8997604,0.12884633
174,0.87065834,0.09994347,0.90005654,0.12934166
175,0.87011796,0.099674255,0.9003257,0.12988202
176,0.8694876,0.09933775,0.90066224,0.13051245
177,0.8690523,0.09904162,0.90095836,0.13094774
178,0.8684369,0.098516665,0.90148336,0.13156314
179,0.8678815,0.0981667,0.9018333,0.13211852
180,0.8673111,0.09791095,0.90208906,0.1326889
181,0.86677074,0.09746675,0.90253323,0.13322927
182,0.8661553,0.09717062,0.90282935,0.13384467
183,0.86550987,0.0968072,0.9031928,0.1344901
184,0.8650296,0.0964303,0.9035697,0.13497043
185,0.8645943,0.09613417,0.9038658,0.13540572
186,0.86391884,0.0958515,0.9041485,0.13608117
187,0.8632884,0.09548807,0.9045119,0.1367116
188,0.86249286,0.095084265,0.90491575,0.13750713
189,0.86205757,0.09477467,0.90522534,0.13794242
190,0.8613521,0.09445162,0.9055484,0.1386479
191,0.86073667,0.09406127,0.90593874,0.1392633
192,0.8601663,0.0937113,0.9062887,0.13983369
193,0.8595059,0.093401715,0.90659827,0.14049414
194,0.8588905,0.09305174,0.90694827,0.14110954
195,0.858125,0.09267485,0.90732515,0.14187506
196,0.85753953,0.09232488,0.90767515,0.14246045
197,0.85689414,0.091840304,0.9081597,0.14310588
198,0.8560085,0.09159802,0.90840197,0.14399147
199,0.8550929,0.09123459,0.90876544,0.14490709
200,0.8550929,0.09123459,0.90876544,0.14490709
201,0.85486776,0.091167286,0.9088327,0.14513224
202,0.8546726,0.09108652,0.9089135,0.14532737
203,0.85441744,0.09095192,0.9090481,0.14558254
204,0.8542373,0.09081732,0.90918267,0.14576267
205,0.8541173,0.090682715,0.9093173,0.14588274
206,0.8539221,0.09056157,0.90943843,0.14607787
207,0.8536369,0.0904135,0.9095865,0.14636306
208,0.8534718,0.0902789,0.9097211,0.14652817
209,0.85327667,0.090225056,0.90977496,0.1467233
210,0.8530816,0.09007699,0.909923,0.14691843
211,0.85278136,0.08992893,0.9100711,0.14721863
212,0.8525862,0.08972702,0.91027296,0.14741376
213,0.85233104,0.08964626,0.9103537,0.14766894
214,0.85201585,0.08952512,0.9104749,0.14798415
215,0.85170066,0.08937705,0.91062295,0.14829937
216,0.85156554,0.089188606,0.91081136,0.14843445
217,0.8513404,0.08908092,0.9109191,0.1486596
218,0.85123533,0.08894632,0.91105366,0.14876467
219,0.8509351,0.08887902,0.911121,0.14906487
220,0.85064995,0.088704035,0.91129595,0.14935006
221,0.8503948,0.08858289,0.9114171,0.14960523
222,0.8501546,0.088407904,0.91159207,0.14984539
223,0.84986943,0.0883406,0.9116594,0.15013058
224,0.8497343,0.08825984,0.9117402,0.15026568
225,0.8493591,0.08816562,0.91183436,0.15064093
226,0.84917897,0.08800409,0.9119959,0.15082105
227,0.8489088,0.08789641,0.9121036,0.15109123
228,0.8486386,0.08780219,0.9121978,0.1513614
229,0.8483684,0.087667584,0.9123324,0.1516316
230,0.84800816,0.08757336,0.91242665,0.15199183
231,0.8476479,0.08738492,0.91261506,0.15235208
232,0.84740776,0.08725031,0.9127497,0.15259224
233,0.8471076,0.087115705,0.9128843,0.15289244
234,0.8468974,0.0869811,0.9130189,0.15310258
235,0.8466573,0.08680612,0.9131939,0.15334274
236,0.84632707,0.08667151,0.91332847,0.15367296
237,0.8459968,0.08657729,0.9134227,0.15400319
238,0.84575665,0.08645614,0.9135439,0.15424335
239,0.8453364,0.08629462,0.9137054,0.15466362
240,0.84505117,0.08621386,0.9137861,0.15494882
241,0.84488606,0.086052336,0.91394764,0.15511392
242,0.8445709,0.08587735,0.91412264,0.15542914
243,0.8443307,0.08576967,0.91423035,0.1556693
244,0.8440305,0.085527375,0.91447264,0.1559695
245,0.8437303,0.08544662,0.9145534,0.1562697
246,0.8434301,0.08528509,0.91471493,0.1565699
247,0.8431299,0.085110106,0.9148899,0.1568701
248,0.8428297,0.0849755,0.9150245,0.15717031
249,0.84251446,0.084813975,0.91518605,0.15748551
250,0.8421692,0.08465245,0.9153476,0.15783074
251,0.8419291,0.08450439,0.91549563,0.1580709
252,0.84153885,0.084396705,0.9156033,0.15846117
253,0.8410585,0.08424864,0.91575134,0.15894149
254,0.84066826,0.08415442,0.9158456,0.15933175
255,0.840353,0.08401982,0.91598016,0.15964696
256,0.83990276,0.083777525,0.91622245,0.16009727
257,0.8394824,0.083616,0.916384,0.16051754
258,0.83912224,0.08344102,0.916559,0.1608778
259,0.8387169,0.08318527,0.91681474,0.16128306
260,0.83823663,0.08299682,0.91700315,0.16176338
261,0.83769625,0.08288914,0.91711086,0.16230375
262,0.837276,0.082714155,0.91728586,0.16272402
263,0.8368857,0.08257955,0.91742045,0.16311428
264,0.8364654,0.082391106,0.9176089,0.16353457
265,0.8359101,0.08217574,0.91782427,0.16408993
266,0.83527964,0.081973836,0.91802615,0.16472036
267,0.8347993,0.08179885,0.91820115,0.16520068
268,0.83428895,0.08159694,0.918403,0.16571103
269,0.8338387,0.08142196,0.918578,0.16616133
270,0.83319324,0.08122005,0.91877997,0.16680676
271,0.83280295,0.081058525,0.9189415,0.16719702
272,0.8323977,0.08092392,0.9190761,0.1676023
273,0.83193237,0.08050665,0.9194934,0.1680676
274,0.831347,0.08027782,0.9197222,0.168653
275,0.83077663,0.08010284,0.91989714,0.16922338
276,0.83005613,0.07991439,0.9200856,0.16994387
277,0.82933563,0.07975287,0.92024714,0.17066434
278,0.82870525,0.07942982,0.9205702,0.17129476
279,0.82814986,0.079120226,0.9208798,0.17185014
280,0.8273543,0.07897216,0.92102784,0.17264567
281,0.82676893,0.07867604,0.92132396,0.17323107
282,0.82606345,0.07846067,0.9215393,0.17393653
283,0.82519287,0.07819146,0.92180854,0.17480712
284,0.8242172,0.077949174,0.92205083,0.17578277
285,0.8234667,0.07761266,0.92238736,0.17653328
286,0.822416,0.07731654,0.9226835,0.17758398
287,0.8216055,0.077074245,0.9229258,0.17839453
288,0.82067484,0.07677812,0.9232219,0.17932515
289,0.8196842,0.07646853,0.9235315,0.18031581
290,0.8189037,0.076037794,0.9239622,0.18109633
291,0.81812316,0.07575513,0.9242449,0.18187685
292,0.8174327,0.075458996,0.924541,0.18256731
293,0.8162169,0.07498789,0.9250121,0.18378313
294,0.8152412,0.07459754,0.92540246,0.18475878
295,0.8140404,0.07412642,0.9258736,0.18595959
296,0.81273454,0.07372261,0.9262774,0.18726547
297,0.8113536,0.07318419,0.9268158,0.18864639
298,0.80998766,0.07282076,0.9271792,0.1900123
299,0.8084266,0.07226889,0.9277311,0.19157335
300,0.8084266,0.07226889,0.9277311,0.19157335
301,0.80827653,0.07217466,0.92782533,0.19172345
302,0.80812645,0.0720939,0.9279061,0.19187355
303,0.8079163,0.07204006,0.9279599,0.1920837
304,0.8077062,0.07198621,0.9280138,0.19229384
305,0.807496,0.071865074,0.9281349,0.19250397
306,0.8073459,0.071838155,0.92816186,0.19265407
307,0.8072108,0.07178431,0.9282157,0.19278917
308,0.8070157,0.07175739,0.9282426,0.1929843
309,0.8068656,0.071703546,0.92829645,0.1931344
310,0.8066254,0.07162279,0.9283772,0.19337456
311,0.80637026,0.07156894,0.92843103,0.19362973
312,0.8061301,0.07152856,0.92847145,0.19386989
313,0.80587494,0.07146126,0.92853874,0.19412507
314,0.8056948,0.07143434,0.9285657,0.19430518
315,0.8055297,0.07132666,0.9286733,0.1944703
316,0.8053496,0.071245894,0.9287541,0.19465041
317,0.80504936,0.07117859,0.9288214,0.19495061
318,0.80483925,0.07113821,0.9288618,0.19516076
319,0.8045841,0.07104399,0.92895603,0.19541593
320,0.80438894,0.07100361,0.9289964,0.19561106
321,0.8041788,0.07085554,0.92914444,0.1958212
322,0.80390865,0.070828624,0.9291714,0.19609138
323,0.8037285,0.07070748,0.9292925,0.19627151
324,0.8034433,0.07053249,0.9294675,0.19655669
325,0.803053,0.07051903,0.92948097,0.19694695
326,0.8028879,0.07041135,0.9295887,0.19711207
327,0.8026628,0.07033059,0.92966944,0.19733721
328,0.80242264,0.070249826,0.9297502,0.19757737
329,0.8020924,0.07014214,0.92985785,0.1979076
330,0.8019123,0.07003446,0.92996556,0.19808772
331,0.8016271,0.06994024,0.9300598,0.19837292
332,0.80128187,0.069832556,0.93016744,0.19871815
333,0.80098164,0.06977871,0.93022126,0.19901834
334,0.80071145,0.069630645,0.9303694,0.19928852
335,0.80039626,0.069536425,0.93046355,0.19960374
336,0.80017114,0.06945566,0.9305443,0.19982888
337,0.7998709,0.06932106,0.93067896,0.20012909
338,0.79967576,0.06922683,0.93077314,0.20032422
339,0.7993155,0.06917299,0.930827,0.20068446
340,0.79903036,0.06910569,0.9308943,0.20096965
341,0.79873013,0.06907877,0.93092126,0.20126985
342,0.79847497,0.06895763,0.9310424,0.20152502
343,0.79812974,0.06884994,0.9311501,0.20187025
344,0.7977395,0.0687288,0.9312712,0.20226051
345,0.79740924,0.06863458,0.93136543,0.20259073
346,0.7971391,0.068567276,0.9314327,0.20286092
347,0.7967488,0.06841921,0.9315808,0.20325118
348,0.7964636,0.06831153,0.9316885,0.20353638
349,0.7959683,0.06823076,0.93176925,0.2040317
350,0.795533,0.06812308,0.9318769,0.204467
351,0.79502267,0.06793464,0.93206537,0.20497733
352,0.7945424,0.067853875,0.93214613,0.20545766
353,0.79409206,0.06773273,0.93226725,0.20590796
354,0.7937168,0.06759813,0.9324019,0.20628321
355,0.79332656,0.06747698,0.932523,0.20667347
356,0.7930263,0.0673693,0.9326307,0.20697367
357,0.7927411,0.067234695,0.9327653,0.20725887
358,0.79227585,0.067140475,0.93285954,0.20772417
359,0.79160035,0.06695203,0.93304795,0.20839962
360,0.79101497,0.06685781,0.9331422,0.20898502
361,0.79039955,0.06673666,0.93326336,0.20960043
362,0.78979915,0.06660206,0.93339795,0.21020083
363,0.7892888,0.06653476,0.93346524,0.21071118
364,0.78876346,0.06635977,0.93364024,0.21123652
365,0.78810304,0.06631939,0.9336806,0.21189697
366,0.78744256,0.06622516,0.9337748,0.21255742
367,0.78682715,0.066104025,0.933896,0.21317282
368,0.7861367,0.065969415,0.9340306,0.21386328
369,0.78561133,0.065780975,0.934219,0.21438864
370,0.78513104,0.06552523,0.93447477,0.21486896
371,0.7842905,0.06533678,0.93466324,0.21570952
372,0.78366005,0.06512141,0.9348786,0.21633995
373,0.78293955,0.06494643,0.9350536,0.21706043
374,0.782114,0.0647176,0.9352824,0.21788599
375,0.78140855,0.064448394,0.9355516,0.21859145
376,0.7804479,0.06415226,0.93584776,0.2195521
377,0.7792621,0.06384268,0.93615735,0.22073789
378,0.77800125,0.06356001,0.93644,0.22199874
379,0.7768305,0.06334464,0.93665534,0.22316952
380,0.77574974,0.06319658,0.9368034,0.22425024
381,0.77469903,0.062860064,0.9371399,0.22530095
382,0.77324307,0.0625774,0.9374226,0.22675693
383,0.77196723,0.062240887,0.9377591,0.22803278
384,0.7704512,0.06189092,0.9381091,0.2295488
385,0.7688301,0.06166209,0.9383379,0.23116988
386,0.76698387,0.061406344,0.9385937,0.23301612
387,0.7649725,0.061164055,0.9388359,0.23502746
388,0.76293117,0.060706403,0.9392936,0.23706883
389,0.7604845,0.060208365,0.9397916,0.23951547
390,0.7580529,0.059494965,0.940505,0.2419471
391,0.755231,0.05895655,0.94104344,0.24476899
392,0.75188375,0.05835083,0.94164914,0.24811624
393,0.7484765,0.05758359,0.9424164,0.25152352
394,0.74379337,0.056722123,0.9432779,0.25620666
395,0.7374741,0.055699132,0.9443009,0.2625259
396,0.72983396,0.054353092,0.9456469,0.270166
397,0.71890664,0.05215905,0.9478409,0.28109333
398,0.69978386,0.048820868,0.95117915,0.30021614
399,0.0,0.0,0.976377,0.5153703
